,evid,geophone,arrival_time,grade
2054,760908-12-M2,geo2,1976-09-08T12:02:26.000000,B
2055,760908-12-N1,geo2,1976-09-08T12:41:45.000000,D
2056,760908-17-M1,geo2,1976-09-08T17:22:25.303613,A
2057,760908-17-M1,geo4,1976-09-08T17:22:25.779613,A
2058,760908-17-M1,geo3,1976-09-08T17:22:27.386113,A
2059,760908-17-M1,geo1,1976-09-08T17:22:27.921613,A
2060,760908-17-M2,geo3,1976-09-08T17:05:25.000000,B
2061,760908-17-M2,geo4,1976-09-08T17:05:45.000000,B
2062,760908-17-M2,geo2,1976-09-08T17:05:30.000000,B
2063,760908-17-M3,geo3,1976-09-08T17:54:15.000000,B
2064,760908-17-M3,geo2,1976-09-08T17:54:11.000000,B
2065,760908-17-M3,geo4,1976-09-08T17:54:15.000000,B
2066,760908-18-M1,geo1,1976-09-08T18:24:08.400122,A
2067,760908-18-M1,geo3,1976-09-08T18:24:08.816622,A
2068,760908-18-M1,geo4,1976-09-08T18:24:08.935622,A
2069,760908-18-M1,geo2,1976-09-08T18:24:09.947122,A
2070,760908-18-M2,geo2,1976-09-08T18:39:34.594199,A
2071,760908-18-M2,geo1,1976-09-08T18:39:36.379199,A
2072,760908-18-M2,geo3,1976-09-08T18:39:37.093199,A
2073,760908-18-M2,geo4,1976-09-08T18:39:39.175700,A
2074,760908-18-M3,geo3,1976-09-08T18:51:02.822257,A
2075,760908-18-M3,geo1,1976-09-08T18:51:04.607257,A
2076,760908-18-M3,geo2,1976-09-08T18:51:05.440257,A
2077,760908-18-M3,geo4,1976-09-08T18:51:09.426758,A
2078,760908-18-N1,geo1,1976-09-08T18:34:46.000000,D
2079,760908-19-M1,geo4,1976-09-08T19:45:33.022229,A
2080,760908-19-M1,geo2,1976-09-08T19:45:33.200729,A
2081,760908-19-M1,geo3,1976-09-08T19:45:33.379229,A
2082,760908-19-M1,geo1,1976-09-08T19:45:33.914729,A
2083,760908-19-N1,geo1,1976-09-08T19:04:24.000000,D
2084,760908-20-M1,geo1,1976-09-08T20:53:48.291771,A
2085,760908-20-M1,geo4,1976-09-08T20:53:48.589271,A
2086,760908-20-M1,geo2,1976-09-08T20:53:49.838771,A
2087,760908-20-M1,geo3,1976-09-08T20:53:50.374271,A
2088,760908-20-M2,geo2,1976-09-08T20:45:00.000000,C
2089,760908-20-M2,geo4,1976-09-08T20:45:04.000000,C
2090,760908-21-M1,geo4,1976-09-08T21:09:24.128047,A
2091,760908-21-M1,geo3,1976-09-08T21:09:24.544547,A
2092,760908-21-M1,geo1,1976-09-08T21:09:25.318047,A
2093,760908-21-M1,geo2,1976-09-08T21:09:26.270048,A
2094,760908-21-M2,geo2,1976-09-08T21:50:29.757254,A
2095,760908-21-M2,geo4,1976-09-08T21:50:33.505755,A
2096,760908-21-M2,geo3,1976-09-08T21:50:39.336755,A
2097,760908-21-M2,geo1,1976-09-08T21:50:45.048756,A
2098,760908-21-M3,geo1,1976-09-08T21:53:55.000000,C
2099,760908-21-M3,geo2,1976-09-08T21:54:19.000000,C
2100,760908-23-M1,geo3,1976-09-08T23:20:11.785602,A
2101,760908-23-M1,geo1,1976-09-08T23:20:14.760602,A
2102,760908-23-M1,geo2,1976-09-08T23:20:15.236602,A
2103,760908-23-M1,geo4,1976-09-08T23:20:16.486102,A
2104,760909-00-M1,geo1,1976-09-09T00:09:02.112951,A
2105,760909-00-M1,geo2,1976-09-09T00:09:04.135950,A
2106,760909-00-M1,geo3,1976-09-09T00:09:04.849950,A
2107,760909-00-M1,geo4,1976-09-09T00:09:05.623450,A
2108,760909-00-M2,geo4,1976-09-09T00:18:51.350000,A
2109,760909-00-M2,geo3,1976-09-09T00:18:52.778000,A
2110,760909-00-M2,geo1,1976-09-09T00:18:52.837500,A
2111,760909-00-M2,geo2,1976-09-09T00:18:54.562999,A
2112,760909-00-M3,geo1,1976-09-09T00:22:55.648521,A
2113,760909-00-M3,geo3,1976-09-09T00:22:56.422020,A
2114,760909-00-M3,geo2,1976-09-09T00:22:57.076520,A
2115,760909-00-M3,geo4,1976-09-09T00:22:57.195520,A
2116,760909-00-M4,geo3,1976-09-09T00:57:45.000000,B
2117,760909-00-M4,geo2,1976-09-09T00:57:44.000000,B
2118,760909-00-M4,geo4,1976-09-09T00:57:42.000000,B
2119,760909-00-N1,geo1,1976-09-09T00:55:38.000000,D
2120,760909-02-M1,geo1,1976-09-09T02:02:25.809012,A
2121,760909-02-M1,geo4,1976-09-09T02:02:25.868512,A
2122,760909-02-M1,geo2,1976-09-09T02:02:26.463512,A
2123,760909-02-M1,geo3,1976-09-09T02:02:26.582512,A
2124,760909-02-M2,geo1,1976-09-09T02:52:29.649764,A
2125,760909-02-M2,geo4,1976-09-09T02:52:29.709264,A
2126,760909-02-M2,geo3,1976-09-09T02:52:30.244764,A
2127,760909-02-M2,geo2,1976-09-09T02:52:31.315764,A
2128,760909-02-M3,geo3,1976-09-09T02:32:12.000000,B
2129,760909-02-M3,geo4,1976-09-09T02:32:15.000000,B
2130,760909-02-M3,geo2,1976-09-09T02:32:21.000000,B
2131,760909-03-M1,geo1,1976-09-09T03:26:28.675633,A
2132,760909-03-M1,geo2,1976-09-09T03:26:29.151633,A
2133,760909-03-M1,geo3,1976-09-09T03:26:36.291634,A
2134,760909-03-M1,geo4,1976-09-09T03:26:36.291634,A
2135,760909-03-M2,geo4,1976-09-09T03:41:21.821708,A
2136,760909-03-M2,geo3,1976-09-09T03:41:22.952208,A
2137,760909-03-M2,geo1,1976-09-09T03:41:22.952208,A
2138,760909-03-M2,geo2,1976-09-09T03:41:24.023208,A
2139,760909-03-N1,geo2,1976-09-09T03:44:26.000000,D
2140,760909-05-M1,geo4,1976-09-09T05:06:48.773534,A
2141,760909-05-M1,geo1,1976-09-09T05:06:49.547034,A
2142,760909-05-M1,geo2,1976-09-09T05:06:50.023034,A
2143,760909-05-M1,geo3,1976-09-09T05:06:50.796534,A
2144,760909-05-M2,geo4,1976-09-09T05:39:45.958700,A
2145,760909-05-M2,geo1,1976-09-09T05:39:53.217701,A
2146,760909-05-M2,geo3,1976-09-09T05:39:53.872201,A
2147,760909-05-M2,geo2,1976-09-09T05:39:54.169701,A
2148,760909-05-M3,geo4,1976-09-09T05:21:48.000000,B
2149,760909-05-M3,geo3,1976-09-09T05:21:55.000000,B
2150,760909-05-M3,geo2,1976-09-09T05:21:56.000000,B
2151,760909-05-N1,geo4,1976-09-09T05:51:42.000000,D
2152,760909-08-M1,geo1,1976-09-09T08:18:37.000000,B
2153,760909-08-M1,geo3,1976-09-09T08:18:44.000000,B
2154,760909-08-M1,geo4,1976-09-09T08:18:38.000000,B
2155,760909-08-M2,geo2,1976-09-09T08:26:10.749132,A
2156,760909-08-M2,geo4,1976-09-09T08:26:25.445633,A
2157,760909-08-M2,geo1,1976-09-09T08:26:27.587633,A
2158,760909-08-M2,geo3,1976-09-09T08:26:28.361133,A
2159,760909-08-M3,geo2,1976-09-09T08:42:08.631212,A
2160,760909-08-M3,geo1,1976-09-09T08:42:13.986213,A
2161,760909-08-M3,geo4,1976-09-09T08:42:14.878713,A
2162,760909-08-M3,geo3,1976-09-09T08:42:28.504214,A
2163,760909-08-N1,geo3,1976-09-09T08:52:42.000000,D
2164,760909-08-N2,geo4,1976-09-09T08:11:20.000000,D
2165,760909-10-M1,geo1,1976-09-09T10:24:59.221626,A
2166,760909-10-M1,geo3,1976-09-09T10:25:00.471126,A
2167,760909-10-M1,geo4,1976-09-09T10:25:01.423126,A
2168,760909-10-M1,geo2,1976-09-09T10:25:07.432627,A
2169,760909-10-M2,geo3,1976-09-09T10:17:35.000000,B
2170,760909-10-M2,geo4,1976-09-09T10:17:53.000000,B
2171,760909-10-M2,geo2,1976-09-09T10:17:38.000000,B
2172,760909-10-M3,geo3,1976-09-09T10:32:10.000000,C
2173,760909-10-M3,geo4,1976-09-09T10:32:27.000000,C
2174,760909-10-N1,geo3,1976-09-09T10:48:07.000000,D
2175,760909-13-M1,geo2,1976-09-09T13:17:59.959091,A
2176,760909-13-M1,geo4,1976-09-09T13:18:02.636591,A
2177,760909-13-M1,geo3,1976-09-09T13:18:02.696091,A
2178,760909-13-M1,geo1,1976-09-09T13:18:04.481091,A
2179,760909-13-M2,geo4,1976-09-09T13:29:13.269647,A
2180,760909-13-M2,geo1,1976-09-09T13:29:14.340647,A
2181,760909-13-M2,geo2,1976-09-09T13:29:16.601647,A
2182,760909-13-M2,geo3,1976-09-09T13:29:16.958647,A
2183,760909-13-M3,geo4,1976-09-09T13:48:22.000000,A
2184,760909-13-M3,geo1,1976-09-09T13:48:34.000000,A
2185,760909-13-M3,geo2,1976-09-09T13:48:43.796245,A
2186,760909-13-M3,geo3,1976-09-09T13:48:46.414246,A
2187,760909-14-M1,geo4,1976-09-09T14:09:59.224550,A
2188,760909-14-M1,geo2,1976-09-09T14:09:59.403050,A
2189,760909-14-M1,geo3,1976-09-09T14:10:05.769551,A
2190,760909-14-M1,geo1,1976-09-09T14:10:10.053551,A
2191,760909-14-M2,geo2,1976-09-09T14:14:11.011571,A
2192,760909-14-M2,geo1,1976-09-09T14:14:12.201572,A
2193,760909-14-M2,geo3,1976-09-09T14:14:27.433573,A
2194,760909-14-M2,geo4,1976-09-09T14:14:28.445073,A
2195,760909-16-M1,geo1,1976-09-09T16:03:19.579920,A
2196,760909-16-M1,geo2,1976-09-09T16:03:21.900419,A
2197,760909-16-M1,geo3,1976-09-09T16:03:22.078919,A
2198,760909-16-M1,geo4,1976-09-09T16:03:22.078919,A
2199,760909-16-M2,geo4,1976-09-09T16:52:44.813666,A
2200,760909-16-M2,geo1,1976-09-09T16:52:45.884666,A
2201,760909-16-M2,geo2,1976-09-09T16:52:46.420165,A
2202,760909-16-M2,geo3,1976-09-09T16:52:46.717665,A
2203,760909-16-M3,geo3,1976-09-09T16:32:42.000000,C
2204,760909-16-M3,geo4,1976-09-09T16:32:46.000000,C
2205,760909-16-N1,geo3,1976-09-09T16:23:49.000000,D
2206,760909-20-M1,geo2,1976-09-09T20:56:01.920282,A
2207,760909-20-M1,geo4,1976-09-09T20:56:12.213783,A
2208,760909-20-M1,geo3,1976-09-09T20:56:20.424784,A
2209,760909-20-M1,geo1,1976-09-09T20:56:28.100284,A
2210,760909-20-M2,geo4,1976-09-09T20:19:12.000000,C
2211,760909-20-M2,geo2,1976-09-09T20:19:13.000000,C
2212,760909-20-N1,geo1,1976-09-09T20:14:18.000000,D
2213,760909-20-N2,geo2,1976-09-09T20:13:47.000000,D
2214,760909-20-N3,geo3,1976-09-09T20:07:00.000000,D
2215,760909-20-N4,geo4,1976-09-09T20:17:42.000000,D
2216,760909-21-M1,geo4,1976-09-09T21:04:26.067022,A
2217,760909-21-M1,geo3,1976-09-09T21:04:26.543022,A
2218,760909-21-M1,geo1,1976-09-09T21:04:27.019022,A
2219,760909-21-M1,geo2,1976-09-09T21:04:29.042023,A
2220,760909-21-M2,geo1,1976-09-09T21:13:14.000000,C
2221,760909-21-M2,geo4,1976-09-09T21:13:13.000000,C
2222,760909-21-M3,geo3,1976-09-09T21:27:12.000000,C
2223,760909-21-M3,geo4,1976-09-09T21:27:14.000000,C
2224,760909-21-M4,geo4,1976-09-09T21:55:13.000000,C
2225,760909-21-M4,geo3,1976-09-09T21:55:19.000000,C
2226,760909-21-N1,geo1,1976-09-09T21:07:43.000000,D
2227,760909-21-N2,geo3,1976-09-09T21:31:24.000000,D
2228,760909-21-N3,geo4,1976-09-09T21:15:21.000000,D
2229,760909-23-M1,geo2,1976-09-09T23:13:32.549068,A
2230,760909-23-M1,geo3,1976-09-09T23:13:37.487569,A
2231,760909-23-M1,geo4,1976-09-09T23:13:37.606569,A
2232,760909-23-M1,geo1,1976-09-09T23:13:39.510569,A
2233,760909-23-M2,geo1,1976-09-09T23:22:32.171613,A
2234,760909-23-M2,geo4,1976-09-09T23:22:32.885614,A
2235,760909-23-M2,geo3,1976-09-09T23:22:33.064114,A
2236,760909-23-M2,geo2,1976-09-09T23:22:33.718614,A
2237,760909-23-M3,geo2,1976-09-09T23:54:53.418776,A
2238,760909-23-M3,geo4,1976-09-09T23:55:06.746778,A
2239,760909-23-M3,geo1,1976-09-09T23:55:09.959778,A
2240,760909-23-M3,geo3,1976-09-09T23:55:11.387778,A
2241,760910-00-M1,geo2,1976-09-10T00:12:20.554738,A
2242,760910-00-M1,geo1,1976-09-10T00:12:31.264783,A
2243,760910-00-M1,geo3,1976-09-10T00:12:35.072799,A
2244,760910-00-M1,geo4,1976-09-10T00:12:36.738806,A
2245,760910-00-M2,geo3,1976-09-10T00:25:01.000000,B
2246,760910-00-M2,geo1,1976-09-10T00:24:50.000000,B
2247,760910-00-M2,geo4,1976-09-10T00:25:09.000000,B
2248,760910-00-M3,geo3,1976-09-10T00:28:55.000000,C
2249,760910-00-M3,geo1,1976-09-10T00:28:55.000000,C
2250,760910-00-M4,geo2,1976-09-10T00:44:22.820637,A
2251,760910-00-M4,geo3,1976-09-10T00:44:23.118137,A
2252,760910-00-M4,geo4,1976-09-10T00:44:25.974136,A
2253,760910-00-M4,geo1,1976-09-10T00:44:29.365634,A
2254,760910-00-N1,geo4,1976-09-10T00:05:24.000000,D
2255,760910-01-M1,geo2,1976-09-10T01:29:16.720647,A
2256,760910-01-M1,geo3,1976-09-10T01:29:19.338648,A
2257,760910-01-M1,geo1,1976-09-10T01:29:20.052648,A
2258,760910-01-M1,geo4,1976-09-10T01:29:38.438149,A
2259,760910-01-M2,geo2,1976-09-10T01:37:41.000000,B
2260,760910-01-M2,geo1,1976-09-10T01:37:54.000000,B
2261,760910-01-M2,geo3,1976-09-10T01:37:49.000000,B
2262,760910-01-N1,geo4,1976-09-10T01:05:26.000000,D
2263,760910-01-N2,geo4,1976-09-10T01:35:22.000000,D
2264,760910-01-N3,geo4,1976-09-10T01:56:01.000000,D
2265,760910-02-M1,geo1,1976-09-10T02:22:28.066113,A
2266,760910-02-M1,geo3,1976-09-10T02:22:36.455614,A
2267,760910-02-M1,geo4,1976-09-10T02:22:38.300114,A
2268,760910-02-M1,geo2,1976-09-10T02:22:42.346114,A
2269,760910-02-M2,geo3,1976-09-10T02:54:51.727276,A
2270,760910-02-M2,geo4,1976-09-10T02:54:54.345276,A
2271,760910-02-M2,geo2,1976-09-10T02:54:56.368277,A
2272,760910-02-M2,geo1,1976-09-10T02:54:56.368277,A
2273,760910-02-M3,geo2,1976-09-10T02:12:23.000000,B
2274,760910-02-M3,geo3,1976-09-10T02:12:21.000000,B
2275,760910-02-M3,geo4,1976-09-10T02:12:18.000000,B
2276,760910-02-M4,geo3,1976-09-10T02:02:14.000000,C
2277,760910-02-M4,geo4,1976-09-10T02:02:22.000000,C
2278,760910-02-N1,geo4,1976-09-10T02:09:17.000000,D
2279,760910-02-N2,geo4,1976-09-10T02:52:02.000000,D
2280,760910-03-M1,geo4,1976-09-10T03:23:46.104620,A
2281,760910-03-M1,geo2,1976-09-10T03:23:46.461620,A
2282,760910-03-M1,geo3,1976-09-10T03:23:48.068120,A
2283,760910-03-M1,geo1,1976-09-10T03:23:50.686120,A
2284,760910-03-M2,geo3,1976-09-10T03:30:31.894654,A
2285,760910-03-M2,geo4,1976-09-10T03:30:34.631654,A
2286,760910-03-M2,geo1,1976-09-10T03:30:34.750654,A
2287,760910-03-M2,geo2,1976-09-10T03:30:34.750654,A
2288,760910-03-N1,geo4,1976-09-10T03:13:55.000000,D
2289,760910-04-M1,geo2,1976-09-10T04:11:51.000000,B
2290,760910-04-M1,geo1,1976-09-10T04:11:55.000000,B
2291,760910-04-M1,geo4,1976-09-10T04:11:59.000000,B
2292,760910-04-M2,geo4,1976-09-10T04:24:53.883625,A
2293,760910-04-M2,geo1,1976-09-10T04:24:55.133125,A
2294,760910-04-M2,geo2,1976-09-10T04:24:57.751126,A
2295,760910-04-M2,geo3,1976-09-10T04:25:02.927626,A
2296,760910-04-M3,geo4,1976-09-10T04:52:51.000000,B
2297,760910-04-M3,geo2,1976-09-10T04:52:54.000000,B
2298,760910-04-M3,geo1,1976-09-10T04:52:55.000000,B
2299,760910-04-N1,geo1,1976-09-10T04:37:12.000000,D
2300,760910-05-M1,geo3,1976-09-10T05:12:45.229564,A
2301,760910-05-M1,geo2,1976-09-10T05:12:45.348564,A
2302,760910-05-M1,geo1,1976-09-10T05:12:47.669064,A
2303,760910-05-M1,geo4,1976-09-10T05:12:58.676565,A
2304,760910-05-M2,geo3,1976-09-10T05:21:49.000000,B
2305,760910-05-M2,geo2,1976-09-10T05:21:50.000000,B
2306,760910-05-M2,geo4,1976-09-10T05:21:53.000000,B
2307,760910-05-N1,geo2,1976-09-10T05:39:35.000000,D
2308,760910-05-N2,geo3,1976-09-10T05:52:03.000000,D
2309,760910-06-M1,geo4,1976-09-10T06:00:49.240504,A
2310,760910-06-M1,geo2,1976-09-10T06:00:50.073504,A
2311,760910-06-M1,geo1,1976-09-10T06:00:50.549504,A
2312,760910-06-M1,geo3,1976-09-10T06:00:50.549504,A
2313,760910-06-M2,geo3,1976-09-10T06:18:47.440095,A
2314,760910-06-M2,geo1,1976-09-10T06:18:56.662595,A
2315,760910-06-M2,geo4,1976-09-10T06:18:58.745096,A
2316,760910-06-M2,geo2,1976-09-10T06:19:12.787097,A
2317,760910-06-M3,geo2,1976-09-10T06:36:53.000000,B
2318,760910-06-M3,geo3,1976-09-10T06:36:58.000000,B
2319,760910-06-M3,geo1,1976-09-10T06:37:04.000000,B
2320,760910-06-N1,geo1,1976-09-10T06:10:07.000000,D
2321,760910-06-N2,geo2,1976-09-10T06:33:28.000000,D
2322,760910-06-N3,geo3,1976-09-10T06:12:58.000000,D
2323,760910-07-M1,geo1,1976-09-10T07:25:51.000000,B
2324,760910-07-M1,geo3,1976-09-10T07:25:53.000000,B
2325,760910-07-M1,geo4,1976-09-10T07:26:12.000000,B
2326,760910-07-M2,geo3,1976-09-10T07:41:26.000000,B
2327,760910-07-M2,geo4,1976-09-10T07:41:23.000000,B
2328,760910-07-M2,geo1,1976-09-10T07:41:22.000000,B
2329,760910-07-M3,geo1,1976-09-10T07:51:01.000000,B
2330,760910-07-M3,geo2,1976-09-10T07:50:58.000000,B
2331,760910-07-M3,geo3,1976-09-10T07:51:00.000000,B
2332,760910-07-M4,geo4,1976-09-10T07:01:25.000000,B
2333,760910-07-M4,geo2,1976-09-10T07:01:28.000000,B
2334,760910-07-M4,geo3,1976-09-10T07:01:27.000000,B
2335,760910-07-N1,geo2,1976-09-10T07:14:31.000000,D
2336,760910-07-N2,geo4,1976-09-10T07:53:45.000000,D
2337,760910-08-M1,geo2,1976-09-10T08:07:24.898537,A
2338,760910-08-M1,geo4,1976-09-10T08:07:25.731537,A
2339,760910-08-M1,geo3,1976-09-10T08:07:25.791037,A
2340,760910-08-M1,geo1,1976-09-10T08:07:27.992538,A
2341,760910-08-M2,geo4,1976-09-10T08:36:31.000000,B
2342,760910-08-M2,geo2,1976-09-10T08:36:34.000000,B
2343,760910-08-M2,geo3,1976-09-10T08:36:47.000000,B
2344,760910-08-N1,geo1,1976-09-10T08:11:28.000000,D
2345,760910-08-N2,geo3,1976-09-10T08:46:38.000000,D
2346,760910-09-M1,geo4,1976-09-10T09:34:09.129172,A
2347,760910-09-M1,geo1,1976-09-10T09:34:09.367172,A
2348,760910-09-M1,geo2,1976-09-10T09:34:09.605172,A
2349,760910-09-M1,geo3,1976-09-10T09:34:09.962172,A
2350,760910-09-M2,geo1,1976-09-10T09:40:06.000000,C
2351,760910-09-M2,geo2,1976-09-10T09:40:26.000000,C
2352,760910-09-M3,geo3,1976-09-10T09:43:38.000000,B
2353,760910-09-M3,geo1,1976-09-10T09:43:34.000000,B
2354,760910-09-M3,geo4,1976-09-10T09:43:26.000000,B
2355,760910-09-N1,geo3,1976-09-10T09:31:07.000000,D
2356,760910-09-N2,geo4,1976-09-10T09:25:31.000000,D
2357,760910-10-M1,geo1,1976-09-10T10:22:51.000000,B
2358,760910-10-M1,geo3,1976-09-10T10:22:56.000000,B
2359,760910-10-M1,geo4,1976-09-10T10:22:56.000000,B
2360,760910-10-M2,geo2,1976-09-10T10:26:15.543132,A
2361,760910-10-M2,geo3,1976-09-10T10:26:17.863632,A
2362,760910-10-M2,geo4,1976-09-10T10:26:20.898133,A
2363,760910-10-M2,geo1,1976-09-10T10:26:28.633133,A
2364,760910-10-M3,geo3,1976-09-10T10:46:41.000000,C
2365,760910-10-M3,geo1,1976-09-10T10:46:56.000000,C
2366,760910-10-M4,geo3,1976-09-10T10:15:32.000000,B
2367,760910-10-M4,geo2,1976-09-10T10:15:28.000000,B
2368,760910-10-M4,geo4,1976-09-10T10:15:36.000000,B
2369,760910-10-M5,geo4,1976-09-10T10:31:14.000000,C
2370,760910-10-M5,geo3,1976-09-10T10:31:15.000000,C
2371,760910-10-N1,geo1,1976-09-10T10:28:14.000000,D
2372,760910-11-M1,geo4,1976-09-10T11:40:12.546702,A
2373,760910-11-M1,geo2,1976-09-10T11:40:15.759703,A
2374,760910-11-M1,geo1,1976-09-10T11:40:15.819203,A
2375,760910-11-M1,geo3,1976-09-10T11:40:16.830703,A
2376,760910-11-N1,geo3,1976-09-10T11:11:48.000000,D
2377,760910-11-N2,geo3,1976-09-10T11:45:07.000000,D
2378,760910-11-N3,geo4,1976-09-10T11:18:05.000000,D
2379,760910-12-M1,geo3,1976-09-10T12:02:41.100514,A
2380,760910-12-M1,geo1,1976-09-10T12:02:41.279014,A
2381,760910-12-M1,geo4,1976-09-10T12:02:44.730014,A
2382,760910-12-M1,geo2,1976-09-10T12:02:46.693514,A
2383,760910-12-M2,geo4,1976-09-10T12:06:14.867031,A
2384,760910-12-M2,geo2,1976-09-10T12:06:15.938032,A
2385,760910-12-M2,geo3,1976-09-10T12:06:16.116532,A
2386,760910-12-M2,geo1,1976-09-10T12:06:16.771032,A
2387,760910-12-M3,geo4,1976-09-10T12:10:22.000000,B
2388,760910-12-M3,geo1,1976-09-10T12:10:28.000000,B
2389,760910-12-M3,geo3,1976-09-10T12:10:22.000000,B
2390,760910-12-M4,geo1,1976-09-10T12:34:17.756673,A
2391,760910-12-M4,geo3,1976-09-10T12:34:23.825673,A
2392,760910-12-M4,geo4,1976-09-10T12:34:24.004173,A
2393,760910-12-M4,geo2,1976-09-10T12:34:30.668174,A
2394,760910-12-M5,geo1,1976-09-10T12:51:14.484258,A
2395,760910-12-M5,geo4,1976-09-10T12:51:15.555258,A
2396,760910-12-M5,geo3,1976-09-10T12:51:17.042758,A
2397,760910-12-M5,geo2,1976-09-10T12:51:17.637758,A
2398,760910-12-M6,geo4,1976-09-10T12:31:10.000000,C
2399,760910-12-M6,geo3,1976-09-10T12:31:26.000000,C
2400,760910-16-M1,geo1,1976-09-10T16:29:00.604556,A
2401,760910-16-M1,geo2,1976-09-10T16:29:04.412554,A
2402,760910-16-M1,geo4,1976-09-10T16:29:05.602554,A
2403,760910-16-M1,geo3,1976-09-10T16:29:07.328053,A
2404,760910-16-M2,geo4,1976-09-10T16:51:38.114168,A
2405,760910-16-M2,geo3,1976-09-10T16:51:40.434667,A
2406,760910-16-M2,geo2,1976-09-10T16:51:40.732167,A
2407,760910-16-M2,geo1,1976-09-10T16:51:45.492165,A
2408,760910-16-M3,geo3,1976-09-10T16:17:41.000000,C
2409,760910-16-M3,geo2,1976-09-10T16:17:37.000000,C
2410,760910-16-N1,geo3,1976-09-10T16:26:35.000000,D
2411,760910-17-M1,geo2,1976-09-10T17:38:43.798195,A
2412,760910-17-M1,geo3,1976-09-10T17:38:43.976695,A
2413,760910-17-M1,geo1,1976-09-10T17:38:48.736695,A
2414,760910-17-M1,geo4,1976-09-10T17:38:48.915195,A
2415,760910-17-N1,geo3,1976-09-10T17:51:57.000000,D
2416,760910-18-M1,geo2,1976-09-10T18:31:22.452658,A
2417,760910-18-M1,geo1,1976-09-10T18:31:22.571658,A
2418,760910-18-M1,geo3,1976-09-10T18:31:27.212658,A
2419,760910-18-M1,geo4,1976-09-10T18:31:30.425659,A
2420,760910-18-M2,geo2,1976-09-10T18:41:42.000000,C
2421,760910-18-M2,geo3,1976-09-10T18:41:25.000000,C
2422,760910-18-N1,geo2,1976-09-10T18:36:26.000000,D
2423,760910-20-M1,geo4,1976-09-10T20:19:45.792600,A
2424,760910-20-M1,geo1,1976-09-10T20:19:46.566100,A
2425,760910-20-M1,geo3,1976-09-10T20:19:48.172600,A
2426,760910-20-M1,geo2,1976-09-10T20:19:50.790600,A
2427,760910-20-M2,geo1,1976-09-10T20:30:11.000000,C
2428,760910-20-M2,geo4,1976-09-10T20:30:15.000000,C
2429,760910-20-M3,geo2,1976-09-10T20:47:33.917740,A
2430,760910-20-M3,geo3,1976-09-10T20:47:35.524240,A
2431,760910-20-M3,geo1,1976-09-10T20:47:37.725740,A
2432,760910-20-M3,geo4,1976-09-10T20:47:39.391740,A
2433,760910-20-N1,geo1,1976-09-10T20:48:40.000000,D
2434,760910-21-M1,geo4,1976-09-10T21:22:05.218111,A
2435,760910-21-M1,geo3,1976-09-10T21:22:06.110611,A
2436,760910-21-M1,geo1,1976-09-10T21:22:10.335112,A
2437,760910-21-M1,geo2,1976-09-10T21:22:17.534612,A
2438,760910-21-M2,geo2,1976-09-10T21:51:47.668261,A
2439,760910-21-M2,geo4,1976-09-10T21:51:55.105761,A
2440,760910-21-M2,geo3,1976-09-10T21:51:56.593262,A
2441,760910-21-M2,geo1,1976-09-10T21:51:58.199762,A
2442,760910-21-M3,geo4,1976-09-10T21:56:58.000000,B
2443,760910-21-M3,geo1,1976-09-10T21:56:59.000000,B
2444,760910-21-M3,geo3,1976-09-10T21:57:08.000000,B
2445,760910-22-M1,geo4,1976-09-10T22:53:03.488267,A
2446,760910-22-M1,geo3,1976-09-10T22:53:04.202267,A
2447,760910-22-M1,geo1,1976-09-10T22:53:04.737767,A
2448,760910-22-M1,geo2,1976-09-10T22:53:05.868267,A
2449,760910-22-M2,geo3,1976-09-10T22:11:51.000000,C
2450,760910-22-M2,geo2,1976-09-10T22:12:04.000000,C
2451,760910-22-M3,geo4,1976-09-10T22:14:39.000000,C
2452,760910-22-M3,geo3,1976-09-10T22:14:16.000000,C
2453,760910-22-N1,geo3,1976-09-10T22:32:53.000000,D
2454,760910-22-N2,geo3,1976-09-10T22:33:50.000000,D
2455,760910-22-N3,geo3,1976-09-10T22:37:10.000000,D
2456,760910-22-N4,geo3,1976-09-10T22:38:22.000000,D
2457,760910-23-M1,geo4,1976-09-10T23:15:55.000000,A
2458,760910-23-M1,geo2,1976-09-10T23:15:58.000000,A
2459,760910-23-M1,geo3,1976-09-10T23:16:00.000000,A
2460,760910-23-M1,geo1,1976-09-10T23:16:02.000000,A
2461,760910-23-M2,geo2,1976-09-10T23:19:29.000000,B
2462,760910-23-M2,geo4,1976-09-10T23:19:24.000000,B
2463,760910-23-M2,geo1,1976-09-10T23:19:30.000000,B
2464,760910-23-M3,geo2,1976-09-10T23:43:02.886717,A
2465,760910-23-M3,geo4,1976-09-10T23:43:06.337717,A
2466,760910-23-M3,geo3,1976-09-10T23:43:08.539217,A
2467,760910-23-M3,geo1,1976-09-10T23:43:10.264717,A
2468,760910-23-M4,geo3,1976-09-10T23:22:00.000000,B
2469,760910-23-M4,geo4,1976-09-10T23:21:55.000000,B
2470,760910-23-M4,geo2,1976-09-10T23:22:11.000000,B
2471,760910-23-M5,geo2,1976-09-10T23:37:06.000000,C
2472,760910-23-M5,geo3,1976-09-10T23:36:50.000000,C
2473,760910-23-M6,geo3,1976-09-10T23:46:43.000000,B
2474,760910-23-M6,geo2,1976-09-10T23:46:49.000000,B
2475,760910-23-M6,geo4,1976-09-10T23:46:42.000000,B
2476,760910-23-N1,geo1,1976-09-10T23:33:36.000000,D
