evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg,possible_source
760815-21-M1,760815-21-M1,3,1976-08-15 21:41:06.566667,1.0,0.0,3,35,B,AA,isolated,1,1.702042,1976-08-15 21:41:06.566667,114.0984158024,248.324582716,0.6222982253125,night1,48.90000012975204,0.0251018594867917,107.5313144168614,0.7546696484418517,103.83911261743518,32.98707555182081,unclear
760815-21-M1,760815-21-M1,1,1976-08-15 21:41:08.166667,1.0,0.0,3,35,B,AA,isolated,1,1.462586,1976-08-15 21:41:08.166667,114.09808395054814,248.3243456789629,0.6223167438310185,night1,41.50000012975193,0.008669383970684,107.5313144168614,0.7546696484418517,103.83911261743518,32.98707555182081,unclear
760815-21-M1,760815-21-M1,4,1976-08-15 21:41:08.266667,1.0,0.0,3,35,B,AA,isolated,1,3.360885,1976-08-15 21:41:08.266667,114.0980632098074,248.32433086414807,0.622317901238426,night1,74.30000012975167,0.0063842810528035,107.5313144168614,0.7546696484418517,103.83911261743518,32.98707555182081,unclear
760815-21-M1,760815-21-M1,2,1976-08-15 21:41:08.566667,1.0,0.0,3,35,B,AA,isolated,1,4.404423,1976-08-15 21:41:08.566667,114.09800098758518,248.3242864197037,0.6223213734606481,night1,36.30000012975186,0.0051177740948594,107.5313144168614,0.7546696484418517,103.83911261743518,32.98707555182081,unclear
770310-21-N1,770310-21-N1,2,1977-03-10 21:36:20.200000,1.0,0.0,3,35,D,AA,isolated,1,3.631633,1977-03-10 21:36:20.200000,120.69010962962965,262.9270074074074,0.6502337962962963,night8,80.8000001297513,0.003338331678729,80.9388761931941,137.5300103235395,278.237802739936,0.0407999691431949,unclear
770310-21-N1,770310-21-N1,3,1977-03-10 21:36:22.000000,1.0,0.0,3,35,D,AA,isolated,1,1.142858,1977-03-10 21:36:22.000000,120.68976296296296,262.92674074074074,0.6502546296296297,night8,50.200000129752055,0.0079071208899578,80.9388761931941,137.5300103235395,278.237802739936,0.0407999691431949,unclear
770310-21-N1,770310-21-N1,4,1977-03-10 21:36:22.500000,1.0,0.0,3,35,D,AA,isolated,1,3.508504,1977-03-10 21:36:22.500000,120.68966666666668,262.9266666666667,0.6502604166666667,night8,160.1000001297468,0.0033672811101305,80.9388761931941,137.5300103235395,278.237802739936,0.0407999691431949,unclear
770310-21-N1,770310-21-N1,1,1977-03-10 21:36:23.100000,1.0,0.0,3,35,D,AA,isolated,1,0.884695,1977-03-10 21:36:23.100000,120.68955111111111,262.92657777777777,0.650267361111111,night8,84.90000012975106,0.0047005687091897,80.9388761931941,137.5300103235395,278.237802739936,0.0407999691431949,unclear
770310-23-M4,770310-23-M4,3,1977-03-10 23:53:46.600000,1.0,0.0,3,35,C,AA,repeating,3,0.954422,1977-03-10 23:53:46.600000,119.19085037037036,261.7453185185185,0.7456782407407407,night8,47.80000012975202,0.0369541894686217,154.62704167957617,8.995932217196978,97.35028352612036,1.1205519288280965,unclear
770310-23-M4,770310-23-M4,1,1977-03-10 23:53:47.100000,1.0,0.0,3,35,C,AA,repeating,3,2.010545,1977-03-10 23:53:47.100000,119.19076888888888,261.74524444444444,0.7456840277777778,night8,63.40000012975224,0.0097746606720962,154.62704167957617,8.995932217196978,97.35028352612036,1.1205519288280965,unclear
770310-23-M4,770310-23-M4,4,1977-03-10 23:53:47.300000,1.0,0.0,3,35,C,AA,repeating,3,1.461906,1977-03-10 23:53:47.300000,119.1907362962963,261.7452148148148,0.7456863425925926,night8,227.100000129743,0.0074468211564197,154.62704167957617,8.995932217196978,97.35028352612036,1.1205519288280965,unclear
770310-23-M4,770310-23-M4,2,1977-03-10 23:53:47.800000,1.0,0.0,3,35,C,AA,repeating,3,1.761225,1977-03-10 23:53:47.800000,119.1906548148148,261.74514074074074,0.7456921296296297,night8,204.1000001297443,0.004391748208068,154.62704167957617,8.995932217196978,97.35028352612036,1.1205519288280965,unclear
770209-10-M4,770310-23-M4,3,1977-02-09 10:55:07.498299,0.9003386327718309,-1.9982993197278915,3,35,B,AA,repeating,3,2.94898,1977-02-09 10:55:05.500000,119.00235555555555,261.89696296296296,0.7517997685185185,night7,69.50000012975194,0.033789578920787,121.75487517731015,0.6110959736890165,159.24173769585937,0.5799525001603985,unclear
